Uuid,Void/Retire,Name,Concept Drug,,Strength,odoo_price,odoo_category,odoo_type,odoo_id,_version:1
2f58566a-ab07-4c49-9d75-253d05c7f3c7,,ALDACTONE Comprimé pelliculé à 75 mg,SPIRINOLACTONE,,,2200,bahmni_product.categ_saleable_drugs,Stockable Product,6f433385-429f-41d9-9be9-075672fdeff1,
f02dd758-e41f-4bd3-88ff-13f898f6d1ad,,ALDACTONE Comprimé pelliculé à 50 mg,SPIRINOLACTONE,,,3000,bahmni_product.categ_saleable_drugs,Stockable Product,485b2ac4-c114-43fa-80b7-3d525268a9dd,
0222acd9-8e70-4134-bd58-32c7ece6cead,,ALDOMET Comprimé à 250 mg,METHYLDOPA,,,1200,bahmni_product.categ_saleable_drugs,Stockable Product,a3badc17-b9c1-4c9d-89db-fd4563d14c26,
1c204467-4473-4de9-a227-efcef8d5713a,,ALDOMET Comprimé à 500 mg,METHYL DOPA,,,1900,bahmni_product.categ_saleable_drugs,Stockable Product,bf32fdb3-0fa2-4934-8a10-510d9d87565a,
444644c7-cf09-46fc-934c-add46ebca6c2,,ALFATIL Sirop à 125 mg,CEFACLOR,,,1450,bahmni_product.categ_saleable_drugs,Stockable Product,115c4b82-83ba-4e92-a8ad-6cc427649af1,
1c75feb3-bddb-437e-bbf1-544f4160f30f,,ALFATIL Sirop à 250 mg,CEFACLOR,,,2300,bahmni_product.categ_saleable_drugs,Stockable Product,bea9bdbf-f3b3-41cb-8230-16f376df77e3,
c854ea3c-aa40-4ce7-95c8-9fda5b359605,,ALFATIL Comprimé  LP à 500 mg,CEFACLOR,,,4700,bahmni_product.categ_saleable_drugs,Stockable Product,d58b7501-8730-420d-b575-6913a73cfc5d,
b16a1f35-8830-4dfc-870c-adfde3cf417f,,"ALGESAL SURACTIVE Pommade à 6,54/ 3,46/ 1 g",ACIDE SALICYLIQUE/DIETHYLAMINE/M,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,5103068f-e8db-4c65-a09e-d71b708c2115,
f2c19705-7807-4b31-af52-964352059712,,"ALLERGODIL Collyre à 0,05 g/ 100 ml",AZELASTINE,,,2600,bahmni_product.categ_saleable_drugs,Stockable Product,524e9658-431f-466d-9c1e-a7965e71f9fc,
72638212-6e0f-4251-a061-b88b14171bbb,,"ALLERGYL Sirop à 0,1 %",PROMETHAZINE,,,400,bahmni_product.categ_saleable_drugs,Stockable Product,2abc6d9b-b20a-41e5-9ba8-f5de79835289,
8ebe8491-c11a-4e38-b2b5-3ff7abe38c3d,,ALMEX Comprimé à 400 mg,ALBENDAZOLE,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,2afd5315-19bd-4da5-a8c4-f0fd44249e52,
50e1bed4-1286-4845-a504-fe59d9423207,,ALMEX Suspension orale  à 200 mg/ 5 ml,ALBENDAZOLE,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,db1f7398-8d2e-452c-833f-4ee5b9e6e70e,
2614245c-6531-4a0b-864e-550046c9d9a5,,"ALMIDE Collyre à  0,1 %",LODOXAMIDE,,,1700,bahmni_product.categ_saleable_drugs,Stockable Product,6e83055c-9b6c-46e5-8d8d-940e1ca13a2c,
40e3b96b-09a5-49df-a857-684afbfce757,,ALODONT Bain de Bouche à 5/ 50/ 4 mg,CETYLPYRIDINIUM/CHLOROBUTANOL/,,,800,bahmni_product.categ_saleable_drugs,Stockable Product,d3f4ca04-1dc1-430a-a11a-5ec339b23552,
a16c9dd1-46c3-42d0-805b-fc14c90ca527,,"ALPRAZ Comprimé à  0,5 mg",ALPRAZOLAM,,,1300,bahmni_product.categ_saleable_drugs,Stockable Product,da065c70-2309-4dba-93df-04a9f6caec23,
9594cb49-cbe5-46d0-9da6-7c7270c27fd2,,ALPRAZ Comprimé à  1 mg,ALPRAZOLAM,,,1300,bahmni_product.categ_saleable_drugs,Stockable Product,a41bfa0f-a28c-454e-bce8-0af0069e52c7,
dd83a300-0100-438d-a3f9-a2b5eac359fc,,ALUMINIUM ET MAGNESIUM Comprimé,HYDROXIDE ALUMINIUM ET MAGNESIU,,,800,bahmni_product.categ_saleable_drugs,Stockable Product,44761a37-59fb-4af4-9785-34ec447abf55,
dbba92c0-ded8-47de-8bac-2484ae5be733,,ALUMINIUM HYDROXIDE Comprimé,HYDROXIDE D'ALUMINIUM,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,8e5ad5c1-616c-498d-97a4-3323429692c9,
bf35569f-77b9-4528-a6a1-7699fca50fbf,,ALVITYL Comprimé enrobé,MULTIVITAMINES,,,1800,bahmni_product.categ_saleable_drugs,Stockable Product,f7f175a0-6ecc-4883-a135-1b90216dc3c2,
47cfcb60-9a47-4522-8c7d-ef8ebc0fb766,,ALZOL Sirop à 400 mg,ALBENDAZOLE,,,300,bahmni_product.categ_saleable_drugs,Stockable Product,5ffcd3fc-12a3-436b-be7a-a578313d9779,
de8594b7-394b-4c6c-a994-284cd22dbac7,,AMAREL Comprimé à 1 mg,GLIMEPIRIDE,,,1650,bahmni_product.categ_saleable_drugs,Stockable Product,2ae1b456-3c39-4b3c-85c4-11adf0fa96bd,
f0bbe857-5366-4b50-8039-9574697dd4ed,,AMAREL Comprimé à 2 mg,GLIMEPIRIDE,,,2550,bahmni_product.categ_saleable_drugs,Stockable Product,13244ee5-dd02-49f9-aae3-89ad10991a63,
d7f89bb0-1a47-4e14-85d0-f56d3a43d840,,AMAREL Comprimé à 3 mg,GLIMEPIRIDE,,,3150,bahmni_product.categ_saleable_drugs,Stockable Product,aa2fef34-eec6-4306-b52d-701d13571ee9,
86a0f19e-956c-4090-9aee-5c4871da2238,,AMAREL Comprimé à 4 mg,GLIMEPIRIDE,,,5300,bahmni_product.categ_saleable_drugs,Stockable Product,21a11e36-ad38-4655-bc57-a8032dc6a448,
99fe545a-61f0-4741-ae80-eaf447aae110,,AMARYL M Comprimé pelliculé à 1/ 250 mg,GLIMEPIRIDE/METFORMINE,,,1900,bahmni_product.categ_saleable_drugs,Stockable Product,76247dbb-2a67-4e23-a395-64458503631e,
5e91d6cf-6228-4388-b953-7d539fea49db,,AMARYL M Comprimé pelliculé à 2/250 mg,GLIMEPIRIDE/METFORMINE,,,2800,bahmni_product.categ_saleable_drugs,Stockable Product,d2216cf0-00aa-4a59-999d-2382c4f45ea8,
bcac0a27-f4f3-4f87-a1bf-1a4afe2b5b51,,AMBROX-DENK Comprimé effervescent à 60 mg,AMBROXOL,,,2000,bahmni_product.categ_saleable_drugs,Stockable Product,d84f898a-5fcf-4e4e-904c-320149782a90,
a4f1181f-fa96-4945-873c-0b99787c2c21,,AMCARD Comprimé à 10 mg,AMLODIPINE,,,2800,bahmni_product.categ_saleable_drugs,Stockable Product,a59f971c-7cfd-4cf0-b64a-97834f06ae42,
eb9ed6ba-c133-4bb8-abf6-e1f402ee1968,,AMCARD Comprimé à 5 mg,AMLODIPINE,,,1750,bahmni_product.categ_saleable_drugs,Stockable Product,dd890d7e-17e6-4a37-9d35-7a025f87860d,
608f3ce3-0bb0-4274-a16b-4ff375bad5dc,,AMCARD Comprimé à  5 mg,AMLODIPINE,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,db222a6e-161c-42b7-88f7-5e37eedd092c,
84bf2a15-b0f8-49ab-b5d9-8a3e865afd3a,,AMCARD Comprimé à  10 mg,AMLODIPINE,,,1800,bahmni_product.categ_saleable_drugs,Stockable Product,bcaa14f8-8942-4a8b-b412-ed0f88f0da01,
26f872d2-9442-49ef-b85d-8445cd84c029,,AMIBAZOL Sirop à 125 mg,METRONIDAZOLE,,,600,bahmni_product.categ_saleable_drugs,Stockable Product,68064291-e217-4ebd-8055-d5db006b1ee7,
89aaab0c-2680-4366-b4bf-df429256519c,,AMIFER Sirop à 172.5 mg/ 2.5 mg/ 20 ug,FER/ACIDE FOLIQUE/VIT B12,,,2000,bahmni_product.categ_saleable_drugs,Stockable Product,5e00afa6-c3c1-445e-ab2e-aed774d451b0,
ebb6e2f8-80c3-4bde-81db-9979f96648d1,,AMILO Comprimé à 5 mg,AMLODIPINE,,,2500,bahmni_product.categ_saleable_drugs,Stockable Product,cd57a775-54e9-4366-82f9-50875f78dc05,
5691f119-f18f-4814-b853-4ffd711449a9,,AMILO Comprimé à 5 mg,AMLODIPINE,,,4000,bahmni_product.categ_saleable_drugs,Stockable Product,e4499e4b-d09e-4748-ab6b-ed4f77e89450,
999026b3-946f-49a6-ad52-5365d9e55f70,,AMLIBON Comprimé à 10 mg,AMLODIPINE,,,6200,bahmni_product.categ_saleable_drugs,Stockable Product,4355325b-2181-43f6-b26f-cb225e7ada30,
403c71a7-94af-4ced-ae86-7c098620e2c0,,AMLIBON Comprimé à 5 mg,AMLODIPINE,,,5200,bahmni_product.categ_saleable_drugs,Stockable Product,d860eccb-bdec-4188-b3d2-51e86aee2540,
f8885873-e221-4441-8406-70414ba247c8,,AMLO--DENK Comprimé  à 5 mg,AMLODIPINE,,,3600,bahmni_product.categ_saleable_drugs,Stockable Product,a11d5185-8454-4f98-9fa9-384349ea6475,
13f1972a-b2e1-40b7-b0a2-f053cfebc3b0,,AMLO--DENK Comprimé à  10 mg,AMLODIPINE,,,5400,bahmni_product.categ_saleable_drugs,Stockable Product,f06e5808-db13-4273-911d-1dca3bbf8911,
b834c1fe-c0fb-4ce4-9ba3-f40b96c5ba68,,AMLONG Comprimé  à 5 mg,AMLODIPINE,,,600,bahmni_product.categ_saleable_drugs,Stockable Product,936a796b-a759-4175-a56f-c58e63ea10be,
02b140fd-c232-4395-82d5-df05eb291b82,,AMLOPRESS Comprimé à 5 mg,AMLODIPINE,,,500,bahmni_product.categ_saleable_drugs,Stockable Product,a76e1925-23fd-4843-9e38-e1a2b686bd72,
d867e823-3325-4da9-9934-94e7eab2af32,,AMLOPRESS Comprimé à 10 mg,AMLODIPINE,,,600,bahmni_product.categ_saleable_drugs,Stockable Product,48f9605a-aa9d-4f81-9893-fec478bec4f7,
619102c6-990a-4645-a190-e8147199f308,,AMLOPRESS Comprimé à 10 mg,AMLODIPINE,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,d6b1af1a-7730-4b49-a26b-f105709f751c,
436d2eee-27a8-4f88-9f03-3051a82c2730,,AMLOPRESS Comprimé  à 5 mg,AMLODIPINE,,,900,bahmni_product.categ_saleable_drugs,Stockable Product,bc52e90f-f18b-4760-905d-a09eb40253f7,
9773623a-e906-496f-9c47-2a8c6b2dce2e,,AMODEX Poudre pour suspension buvable à 250,AMOXICILLINE,,,600,bahmni_product.categ_saleable_drugs,Stockable Product,45c4561d-cda6-4a8e-9c40-72fa1b55fcc9,
85a46689-8414-4ad9-a29e-88bafa056888,,AMODEX Gélule à 500 mg,AMOXICILLINE,,,700,bahmni_product.categ_saleable_drugs,Stockable Product,aae6c435-04a1-43e9-bb6c-6bc7516d5289,
cd0419c7-e49d-4a59-8f41-8945dca611f7,,AMOKOD Poudre pour suspension buvable  à 25,AMOXICILLINE,,,800,bahmni_product.categ_saleable_drugs,Stockable Product,e0d868d1-0de4-423a-87f1-65a7e394880e,
de7d0202-5203-443f-8bbb-8a769d8af024,,AMOKOD Gélule à 500 mg,AMOXICILLINE,,,900,bahmni_product.categ_saleable_drugs,Stockable Product,3d41c5ac-54da-49a1-9125-4ae6fd233f6d,
6e871b39-c8ab-4384-8b1b-581fa780aa87,,"AMONATE Comprimé  à 100/ 306,2 mg",ARTESUNATE/AMODIAQUINE,,,2000,bahmni_product.categ_saleable_drugs,Stockable Product,867b8d4c-da12-4fc2-ad10-44cb324323c2,
e4592667-8020-43de-978d-a187a287651c,,"AMONATE Comprimé  à 50/ 153,1 mg",ARTESUNATE/AMODIAQUINE,,,1300,bahmni_product.categ_saleable_drugs,Stockable Product,96ea9878-4019-4743-a7ab-14beaa43694a,
5f894606-c102-4e76-ad04-7af0ffec9d42,,AMOVAS Comprimé à 5 mg,AMLODIPINE,,,1200,bahmni_product.categ_saleable_drugs,Stockable Product,ca886c6c-f0cf-4ee2-b54a-0b7fbedfeda6,
5751346c-ee5a-466f-8044-fce898bf7e18,,AMOVAS Comprimé à 5 mg,AMLODIPINE,,,2200,bahmni_product.categ_saleable_drugs,Stockable Product,19432e9e-4be0-4a8d-923e-64a91677c5b5,
a29a187c-be7c-4523-a71c-eb3235a3a96f,,AMOVAS Comprimé à 10 mg,AMLODIPINE,,,1300,bahmni_product.categ_saleable_drugs,Stockable Product,a56e7918-4b9e-4387-bf5e-8c514541ee8b,
02f0a96c-c9d1-42e3-b942-c48e248037db,,AMOXI DENK Comprimé à 1000 mg,AMOXICILLINE,,,1280,bahmni_product.categ_saleable_drugs,Stockable Product,64fffb0a-85bd-452a-aa84-1b575082bcbc,
183065b5-f891-4d0e-8c73-9e831cde0778,,AMOXI DENK Comprimé à 500 mg,AMOXICILLINE,,,1280,bahmni_product.categ_saleable_drugs,Stockable Product,945c0294-9915-405d-b890-a34cc038efa2,
ff31bb87-98ac-4b9f-8fe0-9e03c9050cc9,,AMOXICILLINE Sirop  à 250 mg,AMOXICILLINE,,,400,bahmni_product.categ_saleable_drugs,Stockable Product,c35ff661-8213-45b0-a70c-14757f4a6907,
85439293-7e19-4900-aea4-84c2ae93147d,,AMOXICILLINE Sirop à 125 mg,AMOXICILLINE,,,1200,bahmni_product.categ_saleable_drugs,Stockable Product,7ec4c76c-98da-4ae0-ba17-0af3b0f142c8,
e4a28c37-462e-4a72-8086-2ca453cd651b,,AMOXICLAV-DENK Comprimé à 500 mg/ 62.5 mg,AMOXICILLINE/ACIDE CLAVULANIQUE,,,2200,bahmni_product.categ_saleable_drugs,Stockable Product,449b9902-77ea-4ab2-b454-b0892391b775,
f08f96b1-aef1-4737-91f3-d57360507bcf,,AMPICILLINE Gélule à 500 mg,AMPICILLINE,,,250,bahmni_product.categ_saleable_drugs,Stockable Product,d0acb68e-0938-4be5-bd25-a496757813f3,
c7ed8bcf-acd1-4e50-bd53-a54746c14f0f,,AMPICILLINE Poudre pour solution injectable à 500,AMPICILLINE,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,6aebbf90-8c7a-429c-bc44-a9d3c835adf7,
5945e224-988f-44a6-ad67-bcfa3727332d,,ANAFRANIL Comprimé à 10 mg,CLOMIPRAMINE,,,1200,bahmni_product.categ_saleable_drugs,Stockable Product,3ee0ee71-cf96-4f4f-aa66-dc1d818a6ec4,
cb418b9f-bf1c-4144-b98d-2cd8d9963804,,ANAFRANIL Comprimé à 25 mg,CLOMIPRAMINE,,,2500,bahmni_product.categ_saleable_drugs,Stockable Product,6d59ed67-1405-48b5-86fb-48d41bb739bf,
81cedb40-e567-4178-b11e-aeed1fdc01e5,,ANAFRANIL Comprimé à 75 mg,CLOMIPRAMINE,,,2700,bahmni_product.categ_saleable_drugs,Stockable Product,545bea45-970f-4020-b1d1-66886594ceef,
86a69c13-b758-4240-822c-c48e2ea28207,,ANAXERYL Pommade à 350 / 850/ 300 mg,DITHRANOL/ICTHYOLAMMONIUM/ACI,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,a9bbe27c-758d-4f48-a1b9-2eb4163cfe71,
95153835-4075-4b4f-a843-2b0e3d299e5a,,"ANCOPIR Dragée à 100/ 100/ 0,3 mg",VIT B1 B6 B12,,,1900,bahmni_product.categ_saleable_drugs,Stockable Product,03e408de-5c8a-428c-8251-b00c14f88d30,
87400599-cc03-4caf-96c6-ef52a18c31ae,,ANDROCUR Comprimé à 50 mg,CYPROTERONE,,,6000,bahmni_product.categ_saleable_drugs,Stockable Product,655343df-c3ae-4b1f-bdc0-d552f1024d9d,
5ec90f98-ef9e-4795-8cfe-7055a0e263bf,,ANEABAN Comprimé à 100  mg,BACILLUS SUBTILIS,,,3100,bahmni_product.categ_saleable_drugs,Stockable Product,2e67e068-9127-45db-b9c4-33a2c2655cc1,
56d322b9-a872-4553-b561-ac20d642e051,,ANGINOVAG Solution pour inhalation,DEQUALINIUM/ENOXOLONE/HYDROC,,,1300,bahmni_product.categ_saleable_drugs,Stockable Product,da5cb97e-c108-4ec7-afc0-ce33c2b77785,
